energy,tempo,danceability,playlist_genre,loudness,liveness,valence,track_artist,time_signature,speechiness,track_popularity,track_href,uri,track_album_name,playlist_name,analysis_url,track_id,track_name,track_album_release_date,instrumentalness,track_album_id,mode,key,duration_ms,acousticness,id,playlist_subgenre,type,playlist_id
0.627,155.865,0.687,pop,-4.975,0.0893,0.47,"Rauw Alejandro, Romeo Santos",4,0.181,78,https://api.spotify.com/v1/tracks/1YYfyJ2yCvGFCxwjsIqEK9,spotify:track:1YYfyJ2yCvGFCxwjsIqEK9,Cosa Nuestra,Global Top 50,https://api.spotify.com/v1/audio-analysis/1YYfyJ2yCvGFCxwjsIqEK9,1YYfyJ2yCvGFCxwjsIqEK9,Khé?,2024-11-15,0,0aX0UXrHG2ceYIxTQcqJdA,1,7,206066,0.326,1YYfyJ2yCvGFCxwjsIqEK9,global,audio_features,37i9dQZEVXbMDoHDwVN2tF
0.807,124.053,0.612,pop,-2.81,0.101,0.398,The Neighbourhood,4,0.0336,90,https://api.spotify.com/v1/tracks/2QjOHCTQ1Jl3zawyYOpxh6,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,I Love You.,Global Top 50,https://api.spotify.com/v1/audio-analysis/2QjOHCTQ1Jl3zawyYOpxh6,2QjOHCTQ1Jl3zawyYOpxh6,Sweater Weather,2013-04-22,0.0177,4xkM0BwLM9H2IUcbYzpcBI,1,10,240400,0.0495,2QjOHCTQ1Jl3zawyYOpxh6,global,audio_features,37i9dQZEVXbMDoHDwVN2tF
0.417,67.528,0.464,pop,-9.345,0.0974,0.479,Arctic Monkeys,4,0.0256,90,https://api.spotify.com/v1/tracks/5XeFesFbtLpXzIVDNQP22n,spotify:track:5XeFesFbtLpXzIVDNQP22n,AM,Global Top 50,https://api.spotify.com/v1/audio-analysis/5XeFesFbtLpXzIVDNQP22n,5XeFesFbtLpXzIVDNQP22n,I Wanna Be Yours,2013-09-09,0.022,78bpIziExqiI9qztvNFlQu,0,0,183956,0.136,5XeFesFbtLpXzIVDNQP22n,global,audio_features,37i9dQZEVXbMDoHDwVN2tF
0.604,159.92,0.561,pop,-4.409,0.104,0.242,Teddy Swims,3,0.0337,89,https://api.spotify.com/v1/tracks/17phhZDn6oGtzMe56NuWvj,spotify:track:17phhZDn6oGtzMe56NuWvj,I've Tried Everything But Therapy (Part 1),Global Top 50,https://api.spotify.com/v1/audio-analysis/17phhZDn6oGtzMe56NuWvj,17phhZDn6oGtzMe56NuWvj,Lose Control,2023-09-15,1.9e-05,7nacKlk586eLRBSIsrk9DB,1,9,210689,0.199,17phhZDn6oGtzMe56NuWvj,global,audio_features,37i9dQZEVXbMDoHDwVN2tF
0.559,78.558,0.558,pop,-9.222,0.109,0.62,"Tyler, The Creator, Kali Uchis",4,0.0959,90,https://api.spotify.com/v1/tracks/7KA4W4McWYRpgf0fWsJZWB,spotify:track:7KA4W4McWYRpgf0fWsJZWB,Flower Boy,Global Top 50,https://api.spotify.com/v1/audio-analysis/7KA4W4McWYRpgf0fWsJZWB,7KA4W4McWYRpgf0fWsJZWB,See You Again (feat. Kali Uchis),2017-07-21,7.49e-06,2nkto6YNI4rUYTLqEwWJ3o,1,6,180387,0.371,7KA4W4McWYRpgf0fWsJZWB,global,audio_features,37i9dQZEVXbMDoHDwVN2tF
0.661,173.372,0.429,pop,-7.227,0.234,0.285,Coldplay,4,0.0281,89,https://api.spotify.com/v1/tracks/3AJwUDP919kvQ9QcozQPxg,spotify:track:3AJwUDP919kvQ9QcozQPxg,Parachutes,Global Top 50,https://api.spotify.com/v1/audio-analysis/3AJwUDP919kvQ9QcozQPxg,3AJwUDP919kvQ9QcozQPxg,Yellow,2000-07-10,0.000121,6ZG5lRT77aJ3btmArcykra,1,11,266773,0.00239,3AJwUDP919kvQ9QcozQPxg,global,audio_features,37i9dQZEVXbMDoHDwVN2tF
0.812,80.09,0.505,pop,-3.986,0.444,0.664,"Tyler, The Creator, GloRilla, Sexyy Red, Lil Wayne",4,0.461,88,https://api.spotify.com/v1/tracks/3tFed7YsjGnIfxeLEQwx3R,spotify:track:3tFed7YsjGnIfxeLEQwx3R,CHROMAKOPIA,Global Top 50,https://api.spotify.com/v1/audio-analysis/3tFed7YsjGnIfxeLEQwx3R,3tFed7YsjGnIfxeLEQwx3R,"Sticky (feat. GloRilla, Sexyy Red & Lil Wayne)",2024-10-28,0,0U28P0QVB1QRxpqp5IHOlH,1,1,255916,0.285,3tFed7YsjGnIfxeLEQwx3R,global,audio_features,37i9dQZEVXbMDoHDwVN2tF
0.56,134.066,0.853,pop,-4.961,0.0944,0.86,Bruno Mars,4,0.0406,88,https://api.spotify.com/v1/tracks/0KKkJNfGyhkQ5aFogxQAPU,spotify:track:0KKkJNfGyhkQ5aFogxQAPU,24K Magic,Global Top 50,https://api.spotify.com/v1/audio-analysis/0KKkJNfGyhkQ5aFogxQAPU,0KKkJNfGyhkQ5aFogxQAPU,That's What I Like,2016-11-17,0,4PgleR09JVnm3zY1fW3XBA,1,1,206693,0.013,0KKkJNfGyhkQ5aFogxQAPU,global,audio_features,37i9dQZEVXbMDoHDwVN2tF
0.698,143.994,0.726,pop,-4.165,0.309,0.867,Bruno Mars,4,0.0431,89,https://api.spotify.com/v1/tracks/3w3y8KPTfNeOKPiqUTakBh,spotify:track:3w3y8KPTfNeOKPiqUTakBh,Unorthodox Jukebox,Global Top 50,https://api.spotify.com/v1/audio-analysis/3w3y8KPTfNeOKPiqUTakBh,3w3y8KPTfNeOKPiqUTakBh,Locked out of Heaven,2012-12-07,0,58ufpQsJ1DS5kq4hhzQDiI,1,5,233478,0.049,3w3y8KPTfNeOKPiqUTakBh,global,audio_features,37i9dQZEVXbMDoHDwVN2tF
0.727,94.99,0.739,pop,-5.968,0.104,0.676,Sabrina Carpenter,4,0.0426,90,https://api.spotify.com/v1/tracks/1UHS8Rf6h5Ar3CDWRd3wjF,spotify:track:1UHS8Rf6h5Ar3CDWRd3wjF,Short n' Sweet,Global Top 50,https://api.spotify.com/v1/audio-analysis/1UHS8Rf6h5Ar3CDWRd3wjF,1UHS8Rf6h5Ar3CDWRd3wjF,Bed Chem,2024-08-23,0,3iPSVi54hsacKKl1xIR2eH,0,11,171870,0.0678,1UHS8Rf6h5Ar3CDWRd3wjF,global,audio_features,37i9dQZEVXbMDoHDwVN2tF
0.555,96.063,0.392,pop,-6.707,0.13,0.191,"Tyler, The Creator, Lola Young",3,0.039,87,https://api.spotify.com/v1/tracks/6jbYpRPTEFl1HFKHk1IC0m,spotify:track:6jbYpRPTEFl1HFKHk1IC0m,CHROMAKOPIA,Global Top 50,https://api.spotify.com/v1/audio-analysis/6jbYpRPTEFl1HFKHk1IC0m,6jbYpRPTEFl1HFKHk1IC0m,Like Him (feat. Lola Young),2024-10-28,0.000253,0U28P0QVB1QRxpqp5IHOlH,0,4,278015,0.287,6jbYpRPTEFl1HFKHk1IC0m,global,audio_features,37i9dQZEVXbMDoHDwVN2tF
0.52,120.001,0.672,pop,-7.747,0.115,0.37,One Direction,4,0.0353,89,https://api.spotify.com/v1/tracks/5O2P9iiztwhomNh8xkR9lJ,spotify:track:5O2P9iiztwhomNh8xkR9lJ,FOUR (Deluxe),Global Top 50,https://api.spotify.com/v1/audio-analysis/5O2P9iiztwhomNh8xkR9lJ,5O2P9iiztwhomNh8xkR9lJ,Night Changes,2014-11-17,0,4gCNyS7pidfK3rKWhB3JOY,1,8,226600,0.859,5O2P9iiztwhomNh8xkR9lJ,global,audio_features,37i9dQZEVXbMDoHDwVN2tF
0.47,67.086,0.598,pop,-8.744,0.505,0.879,Brenda Lee,4,0.0496,83,https://api.spotify.com/v1/tracks/2EjXfH91m7f8HiJN1yQg97,spotify:track:2EjXfH91m7f8HiJN1yQg97,Merry Christmas From Brenda Lee,Global Top 50,https://api.spotify.com/v1/audio-analysis/2EjXfH91m7f8HiJN1yQg97,2EjXfH91m7f8HiJN1yQg97,Rockin' Around The Christmas Tree,1964-10-19,0,34wa3zf2prXFMk47t9zHFG,1,8,126267,0.617,2EjXfH91m7f8HiJN1yQg97,global,audio_features,37i9dQZEVXbMDoHDwVN2tF
0.64,84.828,0.264,pop,-6.221,0.151,0.19,"The Weeknd, JENNIE, Lily-Rose Depp",4,0.0442,89,https://api.spotify.com/v1/tracks/7CyPwkp0oE8Ro9Dd5CUDjW,spotify:track:7CyPwkp0oE8Ro9Dd5CUDjW,The Idol Episode 4 (Music from the HBO Original Series),Global Top 50,https://api.spotify.com/v1/audio-analysis/7CyPwkp0oE8Ro9Dd5CUDjW,7CyPwkp0oE8Ro9Dd5CUDjW,"One Of The Girls (with JENNIE, Lily Rose Depp)",2023-06-23,2.31e-06,7tzVd1fwkxsorytCBjEJkU,1,8,244685,0.0393,7CyPwkp0oE8Ro9Dd5CUDjW,global,audio_features,37i9dQZEVXbMDoHDwVN2tF
0.841,109.021,0.635,pop,-5.379,0.0622,0.424,Bruno Mars,4,0.0422,85,https://api.spotify.com/v1/tracks/7BqBn9nzAq8spo5e7cZ0dJ,spotify:track:7BqBn9nzAq8spo5e7cZ0dJ,Doo-Wops & Hooligans,Global Top 50,https://api.spotify.com/v1/audio-analysis/7BqBn9nzAq8spo5e7cZ0dJ,7BqBn9nzAq8spo5e7cZ0dJ,Just the Way You Are,2010-05-11,0,1uyf3l2d4XYwiEqAb7t7fX,1,5,220734,0.0134,7BqBn9nzAq8spo5e7cZ0dJ,global,audio_features,37i9dQZEVXbMDoHDwVN2tF
0.706,80.969,0.722,pop,-4.857,0.067,0.599,Shaboozey,4,0.0292,84,https://api.spotify.com/v1/tracks/5fZJQrFKWQLb7FpJXZ1g7K,spotify:track:5fZJQrFKWQLb7FpJXZ1g7K,"Where I've Been, Isn't Where I'm Going",Global Top 50,https://api.spotify.com/v1/audio-analysis/5fZJQrFKWQLb7FpJXZ1g7K,5fZJQrFKWQLb7FpJXZ1g7K,A Bar Song (Tipsy),2024-05-31,0,0DLvFVIfwt3OHdK9kGeEM3,1,9,171292,0.072,5fZJQrFKWQLb7FpJXZ1g7K,global,audio_features,37i9dQZEVXbMDoHDwVN2tF
0.757,142.579,0.482,pop,-4.586,0.143,0.12,The Kid LAROI,4,0.0355,88,https://api.spotify.com/v1/tracks/1XBYiRV30ykHw5f4wm6qEn,spotify:track:1XBYiRV30ykHw5f4wm6qEn,THE FIRST TIME,Global Top 50,https://api.spotify.com/v1/audio-analysis/1XBYiRV30ykHw5f4wm6qEn,1XBYiRV30ykHw5f4wm6qEn,NIGHTS LIKE THIS,2023-11-10,0.0016,63IolVUykZCHMlu2zu9jHS,1,6,86984,0.0137,1XBYiRV30ykHw5f4wm6qEn,global,audio_features,37i9dQZEVXbMDoHDwVN2tF
0.715,155.925,0.315,pop,-8.072,0.0942,0.497,The Goo Goo Dolls,3,0.0362,87,https://api.spotify.com/v1/tracks/6Qyc6fS4DsZjB2mRW9DsQs,spotify:track:6Qyc6fS4DsZjB2mRW9DsQs,Dizzy up the Girl,Global Top 50,https://api.spotify.com/v1/audio-analysis/6Qyc6fS4DsZjB2mRW9DsQs,6Qyc6fS4DsZjB2mRW9DsQs,Iris,1998,7.97e-06,4UMjBXcRqIgMZ1XumU2x5T,0,11,289533,0.00125,6Qyc6fS4DsZjB2mRW9DsQs,global,audio_features,37i9dQZEVXbMDoHDwVN2tF
0.864,105.143,0.556,pop,-5.87,0.209,0.4,Linkin Park,4,0.0584,88,https://api.spotify.com/v1/tracks/60a0Rd6pjrkxjPbaKzXjfq,spotify:track:60a0Rd6pjrkxjPbaKzXjfq,Hybrid Theory (Bonus Edition),Global Top 50,https://api.spotify.com/v1/audio-analysis/60a0Rd6pjrkxjPbaKzXjfq,60a0Rd6pjrkxjPbaKzXjfq,In the End,2000,0,6hPkbAV3ZXpGZBGUvL6jVM,0,3,216880,0.00958,60a0Rd6pjrkxjPbaKzXjfq,global,audio_features,37i9dQZEVXbMDoHDwVN2tF
0.643,117.025,0.74,pop,-5.446,0.0407,0.96,Hozier,4,0.0413,84,https://api.spotify.com/v1/tracks/19XpFsce28aByvCC4g89tJ,spotify:track:19XpFsce28aByvCC4g89tJ,Unreal Unearth: Unaired,Global Top 50,https://api.spotify.com/v1/audio-analysis/19XpFsce28aByvCC4g89tJ,19XpFsce28aByvCC4g89tJ,Too Sweet,2024-08-19,0.00229,48qd9sU3xqYJbKaxHCciJL,1,10,251424,0.041,19XpFsce28aByvCC4g89tJ,global,audio_features,37i9dQZEVXbMDoHDwVN2tF
0.725,130.504,0.633,pop,-4.257,0.205,0.64,Sabrina Carpenter,4,0.0427,87,https://api.spotify.com/v1/tracks/21B4gaTWnTkuSh77iWEXdS,spotify:track:21B4gaTWnTkuSh77iWEXdS,Short n' Sweet,Global Top 50,https://api.spotify.com/v1/audio-analysis/21B4gaTWnTkuSh77iWEXdS,21B4gaTWnTkuSh77iWEXdS,Juno,2024-08-23,0,3iPSVi54hsacKKl1xIR2eH,1,5,223192,0.0461,21B4gaTWnTkuSh77iWEXdS,global,audio_features,37i9dQZEVXbMDoHDwVN2tF
0.731,101.654,0.483,pop,-6.696,0.151,0.484,Vance Joy,4,0.0381,85,https://api.spotify.com/v1/tracks/2uXlHCUbq9OMUwx3hrk06o,spotify:track:2uXlHCUbq9OMUwx3hrk06o,Dream Your Life Away (Deluxe Edition),Global Top 50,https://api.spotify.com/v1/audio-analysis/2uXlHCUbq9OMUwx3hrk06o,2uXlHCUbq9OMUwx3hrk06o,Riptide,2014-08-05,0,2biVG6BYnVVSwLYd1OjbPT,1,1,204280,0.436,2uXlHCUbq9OMUwx3hrk06o,global,audio_features,37i9dQZEVXbMDoHDwVN2tF
0.928,127.939,0.571,pop,-3.725,0.297,0.488,Linkin Park,4,0.0453,78,https://api.spotify.com/v1/tracks/2HBBM75Xv3o2Mqdyh1NcM0,spotify:track:2HBBM75Xv3o2Mqdyh1NcM0,From Zero,Global Top 50,https://api.spotify.com/v1/audio-analysis/2HBBM75Xv3o2Mqdyh1NcM0,2HBBM75Xv3o2Mqdyh1NcM0,Heavy Is the Crown,2024-11-15,0,4R6FV9NSzhPihHR0h4pI93,0,4,167012,0.00932,2HBBM75Xv3o2Mqdyh1NcM0,global,audio_features,37i9dQZEVXbMDoHDwVN2tF
0.513,109.935,0.745,pop,-9.116,0.216,0.929,"Tito Double P, Peso Pluma",3,0.087,88,https://api.spotify.com/v1/tracks/5lKFO0PrOC9jmOlPEdjHsL,spotify:track:5lKFO0PrOC9jmOlPEdjHsL,INCÓMODO,Global Top 50,https://api.spotify.com/v1/audio-analysis/5lKFO0PrOC9jmOlPEdjHsL,5lKFO0PrOC9jmOlPEdjHsL,DOS DÍAS,2024-08-22,0,27GWSFRITD8JJcSGMgEfTN,1,1,154620,0.783,5lKFO0PrOC9jmOlPEdjHsL,global,audio_features,37i9dQZEVXbMDoHDwVN2tF
0.689,120.208,0.724,pop,-7.174,0.0922,0.936,Tito Double P,3,0.0524,89,https://api.spotify.com/v1/tracks/6X6m4xmdFcz31p1h7Qg68c,spotify:track:6X6m4xmdFcz31p1h7Qg68c,INCÓMODO,Global Top 50,https://api.spotify.com/v1/audio-analysis/6X6m4xmdFcz31p1h7Qg68c,6X6m4xmdFcz31p1h7Qg68c,EL LOKERON,2024-08-22,6.77e-06,27GWSFRITD8JJcSGMgEfTN,0,7,146141,0.573,6X6m4xmdFcz31p1h7Qg68c,global,audio_features,37i9dQZEVXbMDoHDwVN2tF
0.621,191.868,0.525,pop,-7.364,0.291,0.592,Ariana Grande,4,0.117,82,https://api.spotify.com/v1/tracks/0lizgQ7Qw35od7CYaoMBZb,spotify:track:0lizgQ7Qw35od7CYaoMBZb,Santa Tell Me,Global Top 50,https://api.spotify.com/v1/audio-analysis/0lizgQ7Qw35od7CYaoMBZb,0lizgQ7Qw35od7CYaoMBZb,Santa Tell Me,2014-11-24,0,27MNgBEnLCKoafz1g2Zu97,1,7,204093,0.0489,0lizgQ7Qw35od7CYaoMBZb,global,audio_features,37i9dQZEVXbMDoHDwVN2tF
0.424,119.705,0.754,pop,-8.463,0.0652,0.806,Bobby Helms,4,0.0363,80,https://api.spotify.com/v1/tracks/7vQbuQcyTflfCIOu3Uzzya,spotify:track:7vQbuQcyTflfCIOu3Uzzya,Jingle Bell Rock/Captain Santa Claus (And His Reindeer Space Patrol),Global Top 50,https://api.spotify.com/v1/audio-analysis/7vQbuQcyTflfCIOu3Uzzya,7vQbuQcyTflfCIOu3Uzzya,Jingle Bell Rock,1957-12-02,0,3wivyOdotHWZ9dcuXMjPKT,1,2,130973,0.643,7vQbuQcyTflfCIOu3Uzzya,global,audio_features,37i9dQZEVXbMDoHDwVN2tF
0.646,115.842,0.645,pop,-8.334,0.074,0.295,Ariana Grande,4,0.0427,86,https://api.spotify.com/v1/tracks/51ZQ1vr10ffzbwIjDCwqm4,spotify:track:51ZQ1vr10ffzbwIjDCwqm4,eternal sunshine,Global Top 50,https://api.spotify.com/v1/audio-analysis/51ZQ1vr10ffzbwIjDCwqm4,51ZQ1vr10ffzbwIjDCwqm4,we can't be friends (wait for your love),2024-03-08,3.04e-05,5EYKrEDnKhhcNxGedaRQeK,1,5,228639,0.0615,51ZQ1vr10ffzbwIjDCwqm4,global,audio_features,37i9dQZEVXbMDoHDwVN2tF
0.789,91.911,0.757,latin,-3.46,0.0717,0.464,"Mora, Feid",4,0.0583,78,https://api.spotify.com/v1/tracks/5jt25aFjW2kNoBqaEVaz5W,spotify:track:5jt25aFjW2kNoBqaEVaz5W,MICRODOSIS,Chill Spanish Vibes,https://api.spotify.com/v1/audio-analysis/5jt25aFjW2kNoBqaEVaz5W,5jt25aFjW2kNoBqaEVaz5W,LA INOCENTE,2022-04-01,0,0QLDQG7Jx78rEUDW03IhHC,0,5,202174,0.307,5jt25aFjW2kNoBqaEVaz5W,chill,audio_features,0jqQDMmHIkdbkFQdQTlMEQ
0.778,96.057,0.911,latin,-2.248,0.179,0.345,"Bad Bunny, Feid",4,0.262,84,https://api.spotify.com/v1/tracks/7iQXYTyuG13aoeHxGG28Nh,spotify:track:7iQXYTyuG13aoeHxGG28Nh,nadie sabe lo que va a pasar mañana,Chill Spanish Vibes,https://api.spotify.com/v1/audio-analysis/7iQXYTyuG13aoeHxGG28Nh,7iQXYTyuG13aoeHxGG28Nh,PERRO NEGRO,2023-10-13,2.16e-05,4FftCsAcXXD1nFO9RFUNFO,1,5,162768,0.0887,7iQXYTyuG13aoeHxGG28Nh,chill,audio_features,0jqQDMmHIkdbkFQdQTlMEQ
0.786,111.989,0.781,latin,-5.211,0.107,0.759,"Feid, Rema",4,0.0885,68,https://api.spotify.com/v1/tracks/36FTXlmbiV2diZdZukzLDm,spotify:track:36FTXlmbiV2diZdZukzLDm,BUBALU,Chill Spanish Vibes,https://api.spotify.com/v1/audio-analysis/36FTXlmbiV2diZdZukzLDm,36FTXlmbiV2diZdZukzLDm,BUBALU,2023-09-22,5.88e-06,0RjxDLuy3YP0zLuo8VB0JX,0,6,228253,0.115,36FTXlmbiV2diZdZukzLDm,chill,audio_features,0jqQDMmHIkdbkFQdQTlMEQ
0.411,169.934,0.584,latin,-7.147,0.0955,0.412,Bad Bunny,4,0.0838,71,https://api.spotify.com/v1/tracks/26QApq0cuO9brJigr0C0W4,spotify:track:26QApq0cuO9brJigr0C0W4,EL ÚLTIMO TOUR DEL MUNDO,Chill Spanish Vibes,https://api.spotify.com/v1/audio-analysis/26QApq0cuO9brJigr0C0W4,26QApq0cuO9brJigr0C0W4,HACIENDO QUE ME AMAS,2020-11-27,4.47e-05,2d9BCZeAAhiZWPpbX9aPCW,0,10,217769,0.869,26QApq0cuO9brJigr0C0W4,chill,audio_features,0jqQDMmHIkdbkFQdQTlMEQ
0.804,110.982,0.82,latin,-7.226,0.064,0.844,Piso 21,4,0.0528,68,https://api.spotify.com/v1/tracks/6mm3K0yWp6uzfOMuipM9Zh,spotify:track:6mm3K0yWp6uzfOMuipM9Zh,El Amor En Los Tiempos Del Perreo,Chill Spanish Vibes,https://api.spotify.com/v1/audio-analysis/6mm3K0yWp6uzfOMuipM9Zh,6mm3K0yWp6uzfOMuipM9Zh,Tan Bonita,2021-03-18,0.00215,4ARUAVQnIDB02yVO8uvaJE,1,9,211998,0.175,6mm3K0yWp6uzfOMuipM9Zh,chill,audio_features,0jqQDMmHIkdbkFQdQTlMEQ
0.522,110.427,0.75,latin,-7.018,0.0743,0.601,"Marc Seguí, Rauw Alejandro, Pol Granch",4,0.0293,78,https://api.spotify.com/v1/tracks/4OwhwvKESFtuu06dTgct7i,spotify:track:4OwhwvKESFtuu06dTgct7i,Tiroteo (Remix),Chill Spanish Vibes,https://api.spotify.com/v1/audio-analysis/4OwhwvKESFtuu06dTgct7i,4OwhwvKESFtuu06dTgct7i,Tiroteo - Remix,2021-04-01,0,2Ke07jWpOWaNVYpNMmXt7C,1,9,321556,0.282,4OwhwvKESFtuu06dTgct7i,chill,audio_features,0jqQDMmHIkdbkFQdQTlMEQ
0.888,130.97,0.617,latin,-4.567,0.162,0.771,Morat,4,0.0402,72,https://api.spotify.com/v1/tracks/7M6CFruBrM5x7u0lTMtm6r,spotify:track:7M6CFruBrM5x7u0lTMtm6r,Sobre El Amor Y Sus Efectos Secundarios,Chill Spanish Vibes,https://api.spotify.com/v1/audio-analysis/7M6CFruBrM5x7u0lTMtm6r,7M6CFruBrM5x7u0lTMtm6r,Cómo Te Atreves,2016-06-17,0,50eHcXc4qede9mUKCYOuoz,1,4,240560,0.0705,7M6CFruBrM5x7u0lTMtm6r,chill,audio_features,0jqQDMmHIkdbkFQdQTlMEQ
0.856,123.031,0.748,latin,-3.517,0.142,0.927,Sebastian Yatra,4,0.0348,68,https://api.spotify.com/v1/tracks/0Be7sopyKMv8Y8npsUkax2,spotify:track:0Be7sopyKMv8Y8npsUkax2,Tacones Rojos,Chill Spanish Vibes,https://api.spotify.com/v1/audio-analysis/0Be7sopyKMv8Y8npsUkax2,0Be7sopyKMv8Y8npsUkax2,Tacones Rojos,2021-10-22,0,4mdWMx4VouAqsIqgLt3R6S,0,11,189320,0.0824,0Be7sopyKMv8Y8npsUkax2,chill,audio_features,0jqQDMmHIkdbkFQdQTlMEQ
0.673,92.06,0.453,latin,-5.649,0.131,0.266,Danny Ocean,4,0.144,76,https://api.spotify.com/v1/tracks/1UdzJEpgJxtuXAlCOvD4S0,spotify:track:1UdzJEpgJxtuXAlCOvD4S0,@dannocean,Chill Spanish Vibes,https://api.spotify.com/v1/audio-analysis/1UdzJEpgJxtuXAlCOvD4S0,1UdzJEpgJxtuXAlCOvD4S0,Fuera del mercado,2022-02-17,0,21IzWBMtUfaOOfFx8CiR6I,1,8,159849,0.32,1UdzJEpgJxtuXAlCOvD4S0,chill,audio_features,0jqQDMmHIkdbkFQdQTlMEQ
0.686,79.928,0.647,latin,-5.745,0.528,0.268,"Bad Bunny, Bomba Estéreo",4,0.0413,80,https://api.spotify.com/v1/tracks/3k3NWokhRRkEPhCzPmV8TW,spotify:track:3k3NWokhRRkEPhCzPmV8TW,Un Verano Sin Ti,Chill Spanish Vibes,https://api.spotify.com/v1/audio-analysis/3k3NWokhRRkEPhCzPmV8TW,3k3NWokhRRkEPhCzPmV8TW,Ojitos Lindos,2022-05-06,1.34e-06,3RQQmkQEvNCY4prGKE6oc5,0,3,258299,0.08,3k3NWokhRRkEPhCzPmV8TW,chill,audio_features,0jqQDMmHIkdbkFQdQTlMEQ
0.595,108.02,0.777,latin,-6.79,0.0669,0.546,"Bad Bunny, The Marías",4,0.0375,75,https://api.spotify.com/v1/tracks/0E0DRHf5PfMeor0ZCwB3oT,spotify:track:0E0DRHf5PfMeor0ZCwB3oT,Un Verano Sin Ti,Chill Spanish Vibes,https://api.spotify.com/v1/audio-analysis/0E0DRHf5PfMeor0ZCwB3oT,0E0DRHf5PfMeor0ZCwB3oT,Otro Atardecer,2022-05-06,0.00139,3RQQmkQEvNCY4prGKE6oc5,1,2,244444,0.59,0E0DRHf5PfMeor0ZCwB3oT,chill,audio_features,0jqQDMmHIkdbkFQdQTlMEQ
0.588,142.004,0.872,latin,-6.276,0.17,0.93,Bad Bunny,4,0.0492,70,https://api.spotify.com/v1/tracks/5kVZxyMY1gfdCLiChsfjn1,spotify:track:5kVZxyMY1gfdCLiChsfjn1,Un Verano Sin Ti,Chill Spanish Vibes,https://api.spotify.com/v1/audio-analysis/5kVZxyMY1gfdCLiChsfjn1,5kVZxyMY1gfdCLiChsfjn1,Yo No Soy Celoso,2022-05-06,0,3RQQmkQEvNCY4prGKE6oc5,1,0,230704,0.275,5kVZxyMY1gfdCLiChsfjn1,chill,audio_features,0jqQDMmHIkdbkFQdQTlMEQ
0.498,122.016,0.876,latin,-7.511,0.143,0.428,Bad Bunny,4,0.0478,75,https://api.spotify.com/v1/tracks/31i56LZnwE6uSu3exoHjtB,spotify:track:31i56LZnwE6uSu3exoHjtB,Un Verano Sin Ti,Chill Spanish Vibes,https://api.spotify.com/v1/audio-analysis/31i56LZnwE6uSu3exoHjtB,31i56LZnwE6uSu3exoHjtB,Neverita,2022-05-06,0,3RQQmkQEvNCY4prGKE6oc5,1,10,173119,0.0706,31i56LZnwE6uSu3exoHjtB,chill,audio_features,0jqQDMmHIkdbkFQdQTlMEQ
0.69,151.991,0.839,latin,-4.464,0.176,0.744,Bad Bunny,4,0.0615,76,https://api.spotify.com/v1/tracks/6VrQTLzzuyGIYjUDe4kAZk,spotify:track:6VrQTLzzuyGIYjUDe4kAZk,Un Verano Sin Ti,Chill Spanish Vibes,https://api.spotify.com/v1/audio-analysis/6VrQTLzzuyGIYjUDe4kAZk,6VrQTLzzuyGIYjUDe4kAZk,Un Coco,2022-05-06,8.33e-06,3RQQmkQEvNCY4prGKE6oc5,1,11,196413,0.207,6VrQTLzzuyGIYjUDe4kAZk,chill,audio_features,0jqQDMmHIkdbkFQdQTlMEQ
0.616,103.071,0.797,latin,-10.229,0.0979,0.451,"Bad Bunny, Buscabulla",4,0.375,74,https://api.spotify.com/v1/tracks/44XjoNvtwevktFKjvVe1vH,spotify:track:44XjoNvtwevktFKjvVe1vH,Un Verano Sin Ti,Chill Spanish Vibes,https://api.spotify.com/v1/audio-analysis/44XjoNvtwevktFKjvVe1vH,44XjoNvtwevktFKjvVe1vH,Andrea,2022-05-06,0.000293,3RQQmkQEvNCY4prGKE6oc5,0,1,339612,0.762,44XjoNvtwevktFKjvVe1vH,chill,audio_features,0jqQDMmHIkdbkFQdQTlMEQ
0.516,111.005,0.87,latin,-8.006,0.11,0.53,KAROL G,4,0.0541,71,https://api.spotify.com/v1/tracks/7dSZ6zGTQx66c2GF91xCrb,spotify:track:7dSZ6zGTQx66c2GF91xCrb,PROVENZA,Chill Spanish Vibes,https://api.spotify.com/v1/audio-analysis/7dSZ6zGTQx66c2GF91xCrb,7dSZ6zGTQx66c2GF91xCrb,PROVENZA,2022-04-22,0.00823,1wLB2bnCl2m5m9M9g8r93Y,1,1,210200,0.656,7dSZ6zGTQx66c2GF91xCrb,chill,audio_features,0jqQDMmHIkdbkFQdQTlMEQ
0.543,139.929,0.84,latin,-4.941,0.128,0.74,"Ovy On The Drums, Beéle",4,0.0568,70,https://api.spotify.com/v1/tracks/0OTtnwUO8natNWSwdZvXVF,spotify:track:0OTtnwUO8natNWSwdZvXVF,Inolvidable,Chill Spanish Vibes,https://api.spotify.com/v1/audio-analysis/0OTtnwUO8natNWSwdZvXVF,0OTtnwUO8natNWSwdZvXVF,Inolvidable,2020-01-15,0,3MdsEVhC9AMtDTXB8n2yXI,1,0,225812,0.678,0OTtnwUO8natNWSwdZvXVF,chill,audio_features,0jqQDMmHIkdbkFQdQTlMEQ
